Mature_Name	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10	Sample_11	Sample_12	Sample_13	Sample_14	Sample_15
miR-1226-5p	1	NA	1	3	NA	1	NA	NA	5	NA	1	1	3	NA	NA
miR-1233-5p	11	1	7	4	1	3	12	6	1	4	8	4	10	5	6
miR-1234-3p	3	NA	1	3	NA	2	1	NA	2	NA	NA	2	4	NA	1
miR-1236-3p	5	NA	NA	NA	NA	1	NA	NA	4	1	1	1	2	2	NA
miR-124-3p	288	4	2	343	2	168	NA	NA	425	213	782	1137	324	150	NA
miR-124-5p	3	NA	NA	NA	NA	1	NA	NA	1	1	1	4	NA	NA	NA
miR-1244	1	1	2	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA
miR-1245b-3p	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA
miR-1247-3p	1	5	NA	2	5	NA	NA	NA	NA	1	NA	2	1	1	NA
miR-1247-5p	25	13	NA	12	26	7	1	12	1	28	1	2	2	6	4
miR-1248	128	46	224	81	28	35	149	47	59	67	100	143	190	104	194
miR-1249	5	1	3	3	NA	3	1	NA	7	6	16	11	5	1	NA
miR-1252-5p	1	1	NA	1	NA	NA	NA	NA	1	NA	1	1	2	NA	NA
miR-1253	1	NA	1	1	NA	1	2	NA	1	NA	4	1	1	NA	2
miR-1254	2	2	1	2	2	2	NA	1	1	2	2	6	3	NA	2
miR-1255a	1	NA	NA	NA	NA	1	NA	NA	NA	NA	1	1	NA	NA	NA
miR-1255b-5p	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA
miR-125a-3p	1	2	NA	1	3	NA	1	2	2	3	3	3	2	3	NA
miR-125a-5p	1387	379	43	770	1103	384	32	314	680	1288	1222	1223	356	282	134
miR-125b-1-3p	9	2	NA	2	2	3	NA	1	4	3	5	4	4	NA	NA
miR-125b-2-3p	67	5	12	71	14	29	5	6	47	50	97	78	36	12	27
miR-125b-5p	553	107	61	376	196	221	37	75	409	455	747	811	209	105	154
miR-126-3p	1076	621	86	282	1556	148	67	556	42	817	75	104	188	236	107
miR-126-5p	1196	568	154	474	1559	270	153	593	128	692	215	216	160	160	190
miR-1263	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-1266-5p	2	1	1	2	NA	2	1	2	NA	NA	2	3	2	NA	1
miR-1268b	2	1	NA	5	1	NA	2	NA	1	NA	1	3	2	1	1
miR-1269a	11	4	NA	2	15	2	NA	10	3	8	8	7	6	3	2
miR-1269b	11	5	NA	3	15	2	NA	10	1	6	1	NA	2	2	1
miR-127-3p	1084	445	34	999	1113	579	31	488	564	721	1218	1157	356	153	32
miR-127-5p	4	1	NA	7	16	3	NA	4	2	6	6	8	5	2	NA
miR-1271-3p	4	NA	1	3	NA	NA	NA	NA	NA	NA	NA	7	2	3	NA
miR-1271-5p	1	NA	NA	NA	2	NA	NA	NA	NA	NA	2	2	NA	NA	NA
miR-1273a	1	NA	1	3	1	1	NA	NA	5	3	9	16	6	3	NA
miR-1273d	1	NA	NA	1	NA	NA	NA	NA	NA	NA	3	2	3	NA	NA
miR-1273e	30	2	6	37	7	34	5	4	35	19	61	71	64	12	4
miR-1273g-3p	2191	439	1739	3169	257	1103	1403	580	3263	1080	7525	12896	6096	2388	1114
miR-1273g-5p	2	NA	NA	3	1	2	NA	1	6	3	5	4	8	1	1
miR-1273h-5p	9	2	3	12	1	7	3	1	14	4	17	17	24	11	2
miR-1276	1	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA
miR-1277-3p	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA
miR-1277-5p	4	1	2	7	NA	2	3	NA	3	3	6	7	8	3	1
miR-128-1-5p	3	NA	NA	4	NA	2	NA	NA	7	2	4	4	1	NA	1
miR-128-3p	340	9	1	350	16	167	4	4	367	280	699	747	191	87	7
miR-1283	144	111	3	38	220	20	NA	79	1	99	NA	1	21	45	NA
miR-1284	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA
miR-1285-3p	23	5	11	37	4	16	8	5	31	16	55	73	41	17	11
miR-1285-5p	11	NA	6	10	3	12	2	NA	14	9	21	34	13	9	3
miR-129-1-3p	7	NA	NA	19	NA	9	NA	NA	19	22	32	43	16	5	NA
miR-129-2-3p	7	NA	NA	19	NA	9	NA	NA	19	22	32	43	16	5	NA
miR-129-5p	28	NA	1	34	NA	17	NA	NA	26	23	47	62	15	5	NA
miR-1291	137	1	1	49	429	7	8	1	3	91	39	3	3	24	2
miR-1296-5p	41	5	NA	26	4	24	2	2	44	33	56	71	28	12	3
miR-1299	4	NA	2	5	NA	1	3	NA	2	1	1	NA	NA	NA	2
miR-1301-3p	5	1	3	4	2	3	NA	NA	7	4	6	15	5	NA	1
miR-1303	12	2	2	10	1	10	3	1	11	4	21	28	24	13	2
miR-1304-3p	5	NA	1	8	NA	5	2	2	6	5	15	21	7	4	NA
miR-1304-5p	2	NA	NA	1	NA	1	1	NA	NA	1	NA	1	NA	1	NA
miR-1306-5p	1	NA	NA	2	2	NA	NA	NA	2	1	NA	1	NA	NA	NA
miR-1307-3p	14	2	1	12	10	5	4	NA	6	6	8	7	2	4	4
miR-1307-5p	61	18	15	41	43	29	8	12	20	48	43	46	14	9	21
miR-130a-3p	123	64	17	48	139	28	8	50	13	116	28	30	24	30	34
miR-130b-3p	42	15	11	19	31	7	3	7	2	27	4	6	7	5	15
miR-130b-5p	2	NA	1	3	3	NA	2	NA	NA	2	2	3	2	1	6
miR-132-3p	22	2	2	33	5	12	4	6	28	21	60	47	12	5	NA
miR-132-5p	5	NA	NA	NA	1	1	NA	1	1	1	6	7	4	NA	NA
miR-1323	370	213	2	83	576	48	NA	157	1	313	NA	NA	45	66	NA
miR-133a-3p	15	5	NA	2	14	1	NA	11	9	20	12	13	3	3	4
miR-133b	15	5	NA	2	14	1	NA	11	9	20	12	13	3	3	4
miR-134-5p	16	6	NA	9	13	6	NA	6	8	9	10	20	8	3	2
miR-1343-5p	1	NA	NA	1	NA	NA	NA	NA	NA	NA	2	NA	1	1	NA
miR-135a-5p	16	4	NA	11	21	4	NA	7	6	16	21	29	5	6	NA
miR-135b-3p	1	NA	NA	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	NA
miR-135b-5p	16	4	NA	11	21	4	NA	7	6	16	22	29	5	6	NA
miR-136-3p	350	196	10	145	512	69	4	195	43	289	78	99	59	87	8
miR-136-5p	85	49	1	35	100	15	NA	38	11	71	14	20	17	18	1
miR-137	6	NA	NA	7	1	1	NA	NA	2	5	6	6	4	1	NA
miR-138-1-3p	1	NA	NA	NA	NA	1	NA	NA	4	NA	3	2	2	NA	NA
miR-138-2-3p	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA
miR-138-5p	50	1	NA	49	2	33	NA	2	47	39	81	94	12	6	1
miR-139-5p	33	3	1	31	5	19	NA	4	23	24	49	60	16	14	8
miR-140-3p	171	62	14	120	165	56	11	57	67	130	101	107	45	35	34
miR-140-5p	10	4	2	6	3	1	1	1	7	6	7	13	3	1	4
miR-141-3p	780	447	5	159	892	68	3	310	3	638	2	2	80	167	11
miR-141-5p	15	9	NA	3	18	3	NA	8	1	12	2	1	1	2	NA
miR-142-3p	18	11	5	7	20	3	1	2	NA	13	3	6	3	1	13
miR-142-5p	153	66	26	59	177	23	20	49	12	124	13	18	23	29	34
miR-143-3p	16143	8882	707	5283	26056	3039	749	9608	773	12362	1473	1550	2628	4101	1916
miR-143-5p	4	8	3	4	17	2	3	2	4	2	4	NA	2	2	2
miR-144-3p	56	31	NA	15	88	11	1	24	NA	28	2	3	7	13	1
miR-144-5p	51	35	2	14	81	5	1	35	4	56	NA	6	9	10	1
miR-145-3p	23	18	2	7	26	8	NA	6	1	14	6	5	5	4	2
miR-145-5p	150	109	18	56	336	20	16	99	13	176	18	19	27	31	53
miR-1468-5p	3	NA	NA	NA	NA	NA	NA	NA	1	NA	6	1	NA	NA	3
miR-146a-3p	188	170	193	188	147	131	156	175	79	161	105	144	205	187	223
miR-146a-5p	378	35	171	118	103	78	116	24	77	334	140	140	94	112	1491
miR-146b-3p	6	1	5	5	1	2	5	NA	3	5	2	6	NA	2	12
miR-146b-5p	382	35	171	118	103	77	120	25	77	334	140	141	94	113	1501
miR-148a-3p	1789	296	1737	942	1030	610	1642	373	24	1546	35	58	283	345	4602
miR-148a-5p	16	3	12	5	2	1	14	2	1	7	NA	NA	1	4	21
miR-148b-3p	1972	405	1755	1021	1369	660	1646	472	60	1721	84	107	306	380	4660
miR-148b-5p	6	7	1	1	10	NA	2	1	1	5	1	4	1	1	1
miR-149-5p	193	67	1	116	199	77	NA	89	59	142	97	126	49	24	NA
miR-150-5p	32	5	7	10	10	12	5	6	4	11	6	7	10	1	11
miR-151a-3p	371	122	66	248	384	161	49	131	127	257	227	243	85	64	133
miR-151a-5p	360	109	37	281	218	109	38	78	196	335	414	414	131	83	121
miR-152-3p	202	114	34	98	347	62	25	102	36	195	56	50	27	40	116
miR-152-5p	6	7	1	1	10	NA	2	1	1	6	2	4	1	1	NA
miR-153-3p	25	NA	1	16	2	12	NA	NA	19	19	44	35	4	6	NA
miR-153-5p	1	NA	NA	NA	NA	NA	NA	NA	1	NA	2	2	NA	1	2
miR-1538	1	NA	3	1	NA	1	NA	NA	2	NA	3	7	1	NA	NA
miR-154-3p	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
miR-154-5p	6	7	NA	7	9	NA	NA	NA	4	2	3	6	6	1	NA
miR-155-5p	10	4	5	5	19	NA	1	6	2	7	3	2	1	2	10
miR-15a-5p	102	29	14	57	87	23	13	32	34	79	69	88	31	28	31
miR-15b-3p	2	2	NA	1	5	NA	1	NA	NA	3	1	1	NA	1	NA
miR-15b-5p	101	29	14	56	87	23	13	32	34	78	70	88	31	28	29
miR-16-2-3p	5	6	NA	1	5	2	NA	1	NA	2	NA	1	NA	1	NA
miR-16-5p	1098	362	114	536	1002	257	116	287	262	871	533	559	240	235	297
miR-17-5p	77	46	41	50	70	29	38	26	19	60	36	65	36	21	89
miR-181a-2-3p	44	24	1	26	74	19	2	20	9	25	15	26	9	14	4
miR-181a-3p	58	18	2	46	38	27	1	23	26	42	43	59	17	11	3
miR-181a-5p	9062	2632	200	7810	8740	4684	210	3038	5106	8250	9787	9759	2852	2182	509
miR-181b-5p	9421	2676	209	8230	8882	4889	213	3076	5427	8583	10382	10356	3001	2234	529
miR-181c-3p	57	18	3	47	38	27	1	23	27	43	42	60	16	11	3
miR-181c-5p	209	32	4	252	92	120	8	41	191	216	379	383	86	46	14
miR-181d-5p	463	74	9	523	271	269	6	83	380	422	705	710	173	90	29
miR-182-5p	196	135	6	61	415	37	8	146	11	160	18	16	20	37	21
miR-183-5p	19	12	2	7	48	10	1	12	2	21	2	1	2	2	1
miR-184	8	7	NA	4	21	4	NA	4	3	10	4	1	1	5	NA
miR-185-3p	2	NA	1	1	1	1	NA	NA	NA	NA	NA	2	1	2	1
miR-185-5p	6	NA	1	1	2	2	1	5	6	3	7	3	3	1	1
miR-186-5p	383	140	87	153	410	102	57	143	85	363	206	184	82	70	203
miR-18a-3p	1	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA
miR-18a-5p	3	1	1	NA	12	1	NA	2	NA	3	1	1	4	1	1
miR-18b-5p	3	1	1	NA	12	2	NA	2	NA	3	1	1	4	1	1
miR-1908-3p	3	NA	NA	1	NA	2	NA	NA	NA	1	1	3	NA	1	NA
miR-190a-3p	2	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	1	NA	NA
miR-190a-5p	7	NA	NA	5	3	4	NA	NA	9	8	25	16	2	1	3
miR-190b	1	NA	NA	2	2	NA	NA	NA	1	NA	NA	NA	1	NA	NA
miR-191-3p	1	NA	NA	NA	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA
miR-191-5p	1353	535	199	825	1770	449	182	508	361	1206	599	557	224	230	498
miR-1911-5p	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA
miR-192-5p	1940	69	2078	1166	196	642	1918	71	85	1685	156	162	418	414	5491
miR-193a-3p	151	77	26	42	184	24	21	74	9	160	15	12	12	42	61
miR-193a-5p	1	1	6	4	2	1	2	NA	4	8	8	7	4	3	9
miR-193b-3p	156	85	29	49	204	27	22	83	9	173	16	12	14	46	64
miR-193b-5p	5	1	NA	1	NA	1	1	NA	1	2	NA	2	NA	NA	1
miR-194-5p	148	6	170	82	10	36	170	2	6	109	19	13	38	27	270
miR-195-3p	1	3	1	3	1	NA	NA	1	1	NA	1	5	NA	1	2
miR-195-5p	1080	357	112	532	979	252	116	282	256	864	524	549	237	227	292
miR-196a-5p	16	18	NA	5	55	4	NA	17	NA	10	1	1	2	4	NA
miR-196b-5p	16	18	1	5	56	4	NA	17	1	10	NA	1	2	4	NA
miR-197-3p	72	10	2	62	34	32	2	10	41	72	107	103	37	24	12
miR-1972	5	NA	6	10	NA	6	2	NA	12	6	12	18	12	6	3
miR-199a-3p	499	290	69	175	758	86	65	259	1	464	7	11	70	103	171
miR-199a-5p	152	84	12	50	267	26	17	74	3	173	1	1	25	29	56
miR-199b-3p	499	290	69	175	758	86	65	259	1	464	7	11	70	103	171
miR-199b-5p	77	39	3	12	103	4	NA	25	2	62	1	NA	6	12	6
miR-19a-3p	107	55	26	37	226	34	14	41	9	136	19	16	21	22	97
miR-19b-3p	109	56	26	37	227	34	14	41	9	138	20	16	20	23	97
miR-200a-3p	776	442	6	159	887	68	3	308	4	637	3	2	79	166	11
miR-200b-3p	123	63	9	31	215	24	8	76	NA	112	1	3	33	42	33
miR-200c-3p	122	62	9	30	218	24	8	77	NA	111	1	3	33	42	32
miR-200c-5p	2	1	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA
miR-202-5p	1	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA
miR-203a	94	47	2	21	145	8	2	41	2	73	3	5	13	18	6
miR-203b-3p	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA
miR-204-5p	202	13	10	268	25	146	9	11	235	184	431	491	111	35	16
miR-205-5p	137	68	NA	22	198	23	NA	75	NA	97	NA	NA	25	33	1
miR-2054	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA
miR-20a-3p	1	1	NA	NA	1	2	NA	NA	NA	NA	NA	1	NA	NA	NA
miR-20a-5p	34	20	21	20	20	17	22	9	6	27	16	28	12	6	47
miR-20b-5p	4	2	NA	1	3	2	NA	1	NA	3	NA	2	NA	2	NA
miR-21-3p	53	34	17	24	53	13	33	36	1	42	4	2	10	13	56
miR-21-5p	2540	1352	707	998	4064	626	581	1403	62	2521	85	113	446	676	2636
miR-210-3p	13	8	NA	3	15	3	NA	3	3	9	4	5	2	2	4
miR-211-5p	202	13	9	265	24	145	9	11	233	181	431	489	111	35	16
miR-2110	2	NA	NA	3	1	NA	NA	NA	NA	1	3	1	1	NA	1
miR-2115-3p	2	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	1	NA
miR-2116-3p	1	NA	NA	NA	NA	NA	2	NA	NA	NA	1	2	NA	1	NA
miR-2117	1	NA	NA	NA	NA	1	NA	NA	2	NA	1	NA	NA	1	1
miR-212-5p	2	NA	NA	1	NA	NA	NA	NA	2	1	2	5	2	1	NA
miR-214-3p	9	5	3	6	9	NA	5	3	1	7	2	1	4	4	6
miR-214-5p	1	NA	NA	2	3	NA	1	2	NA	1	NA	2	NA	NA	NA
miR-215-5p	1940	69	2078	1166	196	642	1918	71	85	1685	156	162	418	414	5491
miR-216a-5p	2	1	1	1	2	NA	1	2	NA	1	NA	1	NA	2	1
miR-218-1-3p	1	NA	1	1	3	NA	NA	NA	NA	2	1	2	NA	NA	NA
miR-218-2-3p	1	NA	2	3	3	NA	NA	NA	1	2	2	2	NA	NA	NA
miR-218-5p	42	14	NA	54	18	21	2	4	34	39	68	95	35	9	NA
miR-219a-2-3p	43	1	NA	54	NA	18	NA	NA	41	38	87	104	23	12	NA
miR-219a-5p	9	NA	NA	5	NA	2	NA	NA	8	6	4	13	7	2	NA
miR-22-3p	3814	1054	1550	1729	2699	834	1331	872	661	3099	1177	1261	805	725	3634
miR-22-5p	6	15	NA	5	27	NA	2	16	NA	8	NA	3	6	3	5
miR-221-3p	277	182	3	144	502	66	5	145	52	278	93	99	67	77	15
miR-221-5p	10	6	2	5	21	4	1	4	1	10	4	1	2	2	3
miR-222-3p	155	74	6	86	225	57	4	72	50	162	87	72	30	34	6
miR-223-3p	31	16	4	10	43	7	3	10	4	33	4	3	3	7	13
miR-224-3p	4	NA	NA	1	2	1	NA	1	NA	NA	3	2	1	1	NA
miR-224-5p	40	41	2	10	81	8	2	20	1	49	NA	NA	6	13	2
miR-2277-3p	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA
miR-2277-5p	2	NA	NA	1	NA	2	NA	NA	1	1	1	6	NA	1	1
miR-2355-5p	1	NA	1	NA	1	NA	NA	NA	NA	NA	1	1	NA	NA	NA
miR-2392	3	1	4	6	1	3	1	1	5	4	4	2	3	5	NA
miR-23a-3p	808	442	99	426	956	235	93	357	169	727	308	407	331	351	234
miR-23a-5p	1	NA	1	1	NA	1	NA	NA	NA	NA	1	1	1	NA	NA
miR-23b-3p	809	442	99	428	958	235	94	359	170	728	309	409	333	353	235
miR-23c	2	NA	NA	3	2	3	1	2	1	1	1	2	2	2	1
miR-24-1-5p	2	1	NA	1	2	1	NA	NA	2	2	NA	NA	NA	NA	NA
miR-24-2-5p	10	7	NA	2	10	2	1	7	1	11	1	NA	3	1	1
miR-24-3p	340	200	15	97	577	65	14	187	33	324	52	68	82	126	59
miR-2467-5p	2	NA	NA	NA	NA	1	NA	NA	NA	NA	2	3	NA	NA	NA
miR-25-3p	170	83	41	104	245	57	42	93	37	113	63	73	36	34	71
miR-25-5p	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA
miR-26a-1-3p	4	NA	NA	1	7	NA	NA	1	NA	NA	NA	2	1	NA	1
miR-26a-2-3p	4	NA	NA	1	7	NA	NA	1	NA	NA	NA	1	1	NA	1
miR-26a-5p	15758	5787	1181	8224	16224	4595	886	5338	5246	14254	9897	10386	3808	3637	3152
miR-26b-3p	8	2	NA	6	9	4	2	1	4	4	6	4	4	3	3
miR-26b-5p	15664	5761	1174	8164	16133	4574	883	5307	5204	14162	9845	10322	3790	3617	3135
miR-27a-3p	6681	2932	1404	3272	7316	1744	1433	2941	1179	4809	2146	2488	1321	1354	2522
miR-27a-5p	3	NA	1	1	4	2	NA	1	2	1	NA	5	3	1	NA
miR-27b-3p	6681	2932	1404	3273	7317	1744	1433	2941	1179	4810	2146	2488	1321	1353	2522
miR-27b-5p	11	2	5	2	13	4	1	2	1	1	2	1	1	2	5
miR-28-3p	301	72	107	133	310	96	82	86	33	225	75	59	46	37	236
miR-28-5p	393	121	56	290	273	115	46	95	195	366	411	414	140	90	147
miR-298	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-299-3p	9	2	NA	5	6	1	NA	1	2	5	1	4	1	NA	NA
miR-299-5p	2	1	NA	4	2	1	NA	1	1	3	3	3	NA	NA	NA
miR-29a-3p	370	109	38	195	258	89	24	89	169	342	281	282	92	69	68
miR-29a-5p	17	8	1	6	5	2	NA	5	9	13	9	10	7	2	3
miR-29b-1-5p	2	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	1	NA	NA
miR-29b-2-5p	2	NA	NA	1	2	2	NA	NA	NA	NA	1	4	2	NA	NA
miR-29b-3p	39	15	6	18	37	18	3	19	16	36	39	45	14	9	7
miR-29c-3p	407	123	43	212	294	105	26	107	184	378	320	327	105	77	74
miR-29c-5p	16	7	3	4	8	2	NA	2	10	13	12	14	9	2	6
miR-300	168	58	1	138	250	83	7	82	66	145	102	138	57	25	7
miR-301a-3p	17	6	NA	16	17	4	1	8	10	20	13	14	8	4	1
miR-301a-5p	2	NA	NA	NA	NA	1	NA	NA	1	NA	1	1	NA	NA	NA
miR-301b	16	6	NA	16	17	4	1	8	10	20	15	15	7	4	1
miR-3064-3p	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1	2	NA	NA	NA
miR-3065-3p	1	NA	NA	2	2	1	1	NA	2	3	1	NA	1	1	NA
miR-3074-5p	2	NA	NA	1	NA	NA	1	NA	1	1	2	NA	1	NA	NA
miR-30a-3p	217	144	26	134	351	76	29	119	42	176	80	98	47	61	67
miR-30a-5p	7246	3294	836	3341	10417	2178	667	3186	1621	7315	2808	2800	1410	1653	3050
miR-30b-3p	2	NA	1	2	3	1	NA	2	NA	NA	1	1	2	2	2
miR-30b-5p	1184	485	178	510	1525	325	137	499	298	901	480	559	223	250	410
miR-30c-1-3p	4	1	NA	3	NA	1	2	NA	1	3	1	3	NA	NA	2
miR-30c-2-3p	8	1	NA	6	7	2	NA	1	1	5	3	2	3	1	1
miR-30c-5p	1183	483	177	509	1523	325	137	498	297	900	480	558	223	250	408
miR-30d-3p	17	9	1	6	28	8	2	4	2	12	7	3	5	1	6
miR-30d-5p	6518	3124	663	2942	9841	1894	555	3040	1339	6534	2331	2351	1248	1506	2371
miR-30e-3p	201	135	25	128	324	69	27	115	40	164	73	96	45	60	63
miR-30e-5p	739	172	174	402	590	284	111	145	285	785	488	453	171	149	684
miR-31-5p	17	5	NA	13	12	9	NA	3	7	16	13	24	9	3	NA
miR-3117-3p	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	2	NA	NA	NA
miR-3120-5p	2	NA	NA	1	NA	2	NA	NA	NA	NA	3	4	3	NA	NA
miR-3126-5p	1	NA	NA	NA	NA	1	NA	2	NA	NA	NA	1	NA	2	NA
miR-3127-3p	1	NA	NA	3	NA	1	2	NA	NA	NA	1	3	1	2	1
miR-3127-5p	3	NA	1	NA	NA	NA	3	NA	1	1	NA	NA	1	1	NA
miR-3135b	1	NA	1	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA
miR-3142	1	NA	NA	NA	NA	2	2	NA	NA	NA	1	2	1	1	NA
miR-3145-3p	2	2	1	NA	1	1	NA	2	NA	2	NA	1	NA	NA	1
miR-3151-3p	1	NA	NA	NA	NA	NA	NA	NA	NA	1	2	3	NA	NA	NA
miR-3152-5p	1	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	1	NA
miR-3156-5p	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
miR-3163	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA
miR-3169	2	NA	1	NA	NA	NA	NA	NA	2	1	1	NA	2	NA	2
miR-3173-5p	1	NA	NA	NA	NA	NA	1	NA	1	1	1	1	2	1	1
miR-3175	1	NA	NA	3	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1
miR-3177-3p	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-3188	1	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA
miR-3189-5p	2	NA	2	3	NA	NA	NA	NA	2	1	5	13	5	4	NA
miR-3194-3p	7	NA	3	7	NA	7	4	NA	15	2	25	28	11	12	1
miR-32-3p	1	1	NA	1	NA	NA	NA	NA	1	NA	NA	1	NA	NA	1
miR-32-5p	11	8	1	1	12	3	2	5	1	11	5	4	3	3	4
miR-3200-3p	3	1	NA	3	NA	4	NA	NA	2	3	9	13	5	1	NA
miR-320a	198	99	22	136	264	82	24	83	57	202	130	153	69	57	71
miR-320b	11	4	NA	11	12	4	5	5	2	11	9	11	4	3	4
miR-320c	193	97	22	129	255	82	19	78	57	193	129	150	71	54	67
miR-323a-3p	9	4	1	10	5	4	NA	1	8	7	28	13	2	1	1
