Mature_Name	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10	Sample_11	Sample_12	Sample_13	Sample_14	Sample_15
miR-105-5p	21	24	NA	26	17	49	NA	30	49	22	138	27	40	206	NA
miR-106a-3p	NA	6	NA	NA	1	NA	NA	5	NA	3	5	2	2	16	NA
miR-106a-5p	38	56	7	29	51	63	9	70	45	34	152	45	63	411	11
miR-106b-3p	335	713	129	338	481	539	110	697	358	271	877	220	497	3610	112
miR-106b-5p	533	1171	142	451	831	713	176	1323	317	472	965	256	683	5396	172
miR-107	2809	3083	1809	4110	1989	7163	1869	3011	5577	2564	15655	4073	6348	29199	2037
miR-10a-3p	15	24	22	11	19	20	33	24	2	20	2	3	17	140	39
miR-10a-5p	32837	46798	99728	37120	31327	47616	123060	60771	2230	43390	8026	2178	50487	445972	119182
miR-10b-3p	2	10	2	3	9	3	NA	13	NA	3	NA	NA	3	42	NA
miR-10b-5p	33911	91871	5480	28284	62086	35883	6252	117895	3865	46068	15244	4102	35862	476601	6193
miR-1179	7	4	1	18	2	29	NA	4	40	11	98	24	27	91	NA
miR-1180-3p	131	31	17	270	35	485	10	41	679	119	1659	433	425	1265	8
miR-1180-5p	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA
miR-1185-1-3p	36	121	3	31	81	55	3	123	20	53	47	7	46	463	1
miR-1185-2-3p	8	21	1	6	21	6	1	32	NA	6	2	1	9	93	1
miR-1185-5p	64	81	2	116	48	193	4	68	229	53	615	136	164	679	2
miR-1193	NA	1	NA	NA	NA	1	NA	NA	NA	1	2	NA	NA	1	NA
miR-1197	56	115	3	50	70	108	1	85	66	47	170	37	80	487	NA
miR-122-3p	185	1	1082	247	NA	411	1453	NA	NA	198	NA	NA	410	2113	1456
miR-122-5p	22421	36	193519	46162	2	72352	283289	38	40	21665	60	33	60588	289183	287397
miR-1224-3p	5	NA	NA	18	NA	21	NA	NA	26	7	44	12	32	102	NA
miR-1224-5p	50	NA	1	74	NA	134	1	1	153	37	396	118	152	467	NA
miR-1225-3p	3	NA	NA	2	NA	4	NA	NA	10	2	23	NA	6	19	NA
miR-1225-5p	1	NA	NA	NA	NA	NA	NA	NA	1	1	5	8	3	9	NA
miR-1226-3p	12	13	1	21	8	36	2	11	30	13	86	25	36	135	4
miR-1226-5p	NA	1	NA	1	NA	NA	NA	5	2	1	1	2	4	5	NA
miR-1227-3p	2	1	NA	8	2	8	NA	4	8	4	25	9	10	29	NA
miR-1228-3p	4	3	1	5	3	2	2	1	2	2	12	1	6	7	1
miR-1228-5p	NA	NA	1	NA	NA	NA	NA	NA	1	NA	1	1	1	2	NA
miR-1229-3p	11	4	NA	20	NA	27	NA	5	30	9	104	27	30	91	NA
miR-1229-5p	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	1	NA	NA	NA
miR-1231	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	3	NA	NA	NA	NA
miR-1233-3p	NA	1	NA	NA	1	3	NA	1	NA	1	5	2	NA	9	NA
miR-1233-5p	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA
miR-1234-3p	1	1	NA	1	NA	1	NA	NA	5	NA	10	1	NA	6	NA
miR-1236-3p	NA	NA	NA	NA	NA	NA	NA	2	1	NA	1	NA	NA	4	NA
miR-1236-5p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	2	1
miR-1237-3p	7	2	1	8	NA	7	1	2	8	2	25	5	4	37	NA
miR-1237-5p	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	2	NA
miR-1238-3p	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	1	NA	NA
miR-124-3p	10403	5	26	17946	3	32059	7	11	29783	7743	84236	22249	27106	93339	11
miR-124-5p	23	1	NA	67	2	100	NA	1	78	26	253	66	87	324	1
miR-1243	1	NA	NA	3	NA	10	NA	NA	5	NA	23	4	8	15	NA
miR-1244	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	3	NA
miR-1245a	1	1	NA	NA	2	1	NA	1	NA	1	NA	NA	2	6	NA
miR-1245b-3p	1	2	1	NA	3	NA	1	1	NA	1	1	NA	1	5	NA
miR-1246	206	241	148	379	132	440	154	313	539	288	1977	579	437	2648	179
miR-1247-3p	48	150	3	19	72	35	1	114	2	31	1	NA	26	420	1
miR-1247-5p	457	1045	85	337	734	561	71	1185	86	496	168	56	557	5555	122
miR-1248	1	5	3	7	2	7	3	3	5	1	17	7	9	36	4
miR-1249-3p	166	16	9	293	13	596	19	28	439	171	1425	344	632	2070	10
miR-1249-5p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA
miR-1250-5p	2	NA	1	12	NA	17	NA	1	12	6	41	5	13	53	NA
miR-1251-3p	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA
miR-1251-5p	9	4	NA	19	NA	33	NA	1	17	9	67	22	32	124	NA
miR-1252-3p	NA	NA	NA	NA	NA	1	NA	NA	2	1	1	1	NA	3	NA
miR-1252-5p	3	1	NA	14	1	14	NA	1	24	6	65	18	14	60	NA
miR-1253	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA
miR-1254	2	4	NA	NA	1	4	NA	2	3	3	10	NA	3	15	NA
miR-1255a	NA	9	NA	2	2	2	3	6	10	4	14	5	10	35	3
miR-1255b-5p	1	5	NA	1	1	NA	NA	3	NA	NA	NA	NA	1	9	NA
miR-1256	NA	NA	NA	NA	NA	2	NA	NA	1	1	1	1	2	3	NA
miR-1258	3	NA	1	4	NA	11	3	1	5	2	13	7	5	32	2
miR-125a-3p	73	154	4	71	129	109	6	186	58	73	215	65	103	782	8
miR-125a-5p	26063	35609	4573	39841	26111	61931	4984	41500	65971	29565	193337	53328	59157	306999	5085
miR-125b-1-3p	150	182	24	217	107	366	21	191	352	145	889	231	353	1500	29
miR-125b-2-3p	1890	413	1379	4232	345	6676	1450	527	7521	1974	20005	5676	6344	22697	1681
miR-125b-5p	9221	5852	4119	19121	4381	29277	4693	7078	37759	10248	114313	29899	27223	112502	4964
miR-126-3p	26349	72996	5382	16089	48483	26006	6287	80314	4372	25486	12254	3294	23044	284027	7357
miR-126-5p	20891	47386	10370	17236	32381	30830	10439	49534	10997	19515	29449	7597	27009	204768	13590
miR-1260a	282	383	349	194	258	447	439	349	106	194	246	64	318	1764	458
miR-1260b	275	404	344	184	275	415	443	365	80	185	198	51	301	1745	452
miR-1261	NA	1	NA	NA	NA	2	1	NA	1	NA	NA	NA	NA	6	NA
miR-1262	3	4	2	5	6	3	1	14	NA	6	7	NA	NA	45	NA
miR-1264	5	NA	NA	4	NA	11	NA	NA	11	NA	26	6	11	27	1
miR-1265	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA
miR-1266-5p	1	NA	NA	3	NA	1	2	1	5	3	20	1	5	19	2
miR-1267	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	4	1	NA	1	NA
miR-1268a	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA
miR-1268b	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA
miR-1269a	38	98	16	24	57	34	21	103	2	35	8	NA	31	438	15
miR-1269b	127	330	NA	78	216	154	NA	360	1	112	2	1	116	1313	1
miR-127-3p	24906	31664	1621	37923	21534	66577	1710	33740	68088	23533	177768	45697	58178	250517	2064
miR-127-5p	273	635	13	294	453	485	7	693	334	301	1002	238	468	3235	14
miR-1270	4	4	NA	2	1	8	1	9	13	5	35	4	12	50	NA
miR-1271-3p	NA	NA	NA	NA	NA	1	NA	NA	NA	1	1	NA	2	5	NA
miR-1271-5p	15	6	2	14	10	31	1	7	33	6	88	18	26	82	4
miR-1273c	NA	2	NA	1	NA	1	NA	NA	NA	2	NA	NA	NA	5	NA
miR-1273d	NA	NA	NA	2	NA	1	1	NA	NA	NA	NA	1	NA	2	NA
miR-1273h-3p	6	2	3	14	1	23	3	2	27	4	75	16	17	68	5
miR-1275	49	157	22	21	72	73	34	114	10	45	41	7	54	424	26
miR-1276	2	NA	1	2	NA	6	2	1	5	1	18	1	7	9	4
miR-1277-3p	NA	1	NA	1	2	NA	1	NA	4	NA	6	2	2	10	1
miR-1277-5p	26	42	9	16	27	41	13	40	36	42	128	32	47	244	14
miR-1278	1	3	NA	NA	4	9	1	3	NA	2	4	NA	2	25	3
miR-128-1-5p	59	4	9	111	6	221	11	2	288	51	667	166	168	492	16
miR-128-2-5p	9	NA	1	21	NA	55	NA	NA	90	9	219	68	41	136	NA
miR-128-3p	10248	453	458	24383	298	43623	482	458	58897	10036	154059	37960	37369	102073	557
miR-1283	3179	8298	1	1972	5120	3268	NA	9213	5	3490	14	1	3209	31124	1
miR-1284	NA	3	NA	NA	2	NA	NA	5	1	3	1	NA	NA	7	1
miR-1286	7	NA	1	13	2	25	NA	NA	25	8	87	18	36	70	NA
miR-1287-3p	1	1	1	NA	NA	2	NA	NA	1	NA	4	NA	NA	4	NA
miR-1287-5p	26	38	17	31	31	45	13	50	28	16	107	30	44	282	18
miR-1288-3p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA
miR-1289	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA
miR-129-1-3p	163	NA	1	465	NA	661	1	1	956	220	3313	938	673	2038	2
miR-129-2-3p	316	NA	1	1083	2	1397	2	3	1931	490	6407	1779	1461	5140	3
miR-129-5p	593	1	5	1433	2	2301	2	4	2533	613	7071	1875	2148	6610	3
miR-1291	4	6	4	6	1	8	4	6	13	3	19	6	4	40	4
miR-1292-3p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA
miR-1292-5p	1	1	1	3	1	4	NA	1	3	2	14	2	5	20	NA
miR-1293	1	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	1	3	NA
miR-1294	3	4	2	NA	6	2	NA	13	3	3	6	1	3	31	1
miR-1295a	NA	2	2	2	2	NA	NA	1	NA	2	1	1	1	6	NA
miR-1295b-3p	3	NA	7	3	NA	NA	10	1	NA	2	NA	NA	5	13	9
miR-1295b-5p	9	NA	22	4	NA	12	34	NA	NA	9	NA	NA	18	60	37
miR-1296-3p	NA	NA	NA	NA	NA	2	NA	1	3	NA	10	2	4	8	NA
miR-1296-5p	934	225	41	1982	189	3245	26	280	3080	1200	8848	2288	3308	11548	35
miR-1297	22	55	7	17	21	42	7	56	15	25	70	9	27	204	15
miR-1298-3p	7	NA	NA	25	1	49	NA	NA	59	5	138	33	45	133	NA
miR-1298-5p	43	2	NA	106	1	156	NA	NA	188	39	625	161	167	401	NA
miR-1299	14	6	83	30	5	51	78	7	34	27	96	22	53	197	83
miR-1301-3p	47	50	2	151	25	215	6	51	305	75	840	243	190	656	7
miR-1301-5p	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	5	NA
miR-1302	1	NA	NA	1	NA	5	NA	2	2	NA	6	1	4	15	1
miR-1303	NA	NA	NA	NA	NA	NA	NA	NA	1	2	1	NA	NA	11	NA
miR-1304-3p	15	33	18	21	21	31	24	26	14	28	46	15	25	191	26
miR-1304-5p	NA	2	NA	NA	NA	1	NA	2	5	1	3	NA	4	6	1
miR-1305	6	19	NA	4	7	9	NA	25	1	7	3	1	6	73	NA
miR-1306-3p	2	3	NA	2	2	6	NA	2	10	5	24	6	6	31	NA
miR-1306-5p	20	14	3	33	14	62	2	33	37	13	90	22	48	201	2
miR-1307-3p	194	296	78	218	205	422	97	346	382	193	906	239	386	2127	129
miR-1307-5p	1666	2006	957	1982	1298	3818	1338	2000	2935	1325	7402	1945	3122	15308	1466
miR-130a-3p	3076	7160	1170	2598	4907	4480	1183	8322	1875	3260	4417	1252	3988	35025	1477
miR-130b-3p	691	1421	740	655	870	1073	894	1673	333	672	802	219	1043	7691	1071
miR-130b-5p	110	168	114	82	120	182	168	171	137	111	205	64	182	1107	178
miR-132-3p	478	135	62	1295	116	2165	70	167	2712	537	7235	2019	1948	5871	102
miR-132-5p	82	16	8	163	24	280	9	41	353	67	834	225	216	755	22
miR-1322	NA	NA	NA	1	NA	2	NA	NA	NA	NA	3	1	NA	5	NA
miR-1323	10245	30264	NA	8115	20217	10366	6	39128	1	16144	5	8	11113	135007	7
miR-133a-3p	369	589	30	419	464	684	43	720	616	337	1491	354	653	3556	52
miR-133a-5p	2	7	NA	3	6	2	NA	4	1	2	4	4	8	31	NA
miR-133b	22	40	1	47	36	72	1	33	46	24	99	26	60	281	NA
miR-134-3p	13	5	1	5	6	21	3	11	19	6	55	11	17	77	1
miR-134-5p	295	489	37	481	305	699	42	526	694	342	1836	512	702	3864	41
miR-1343-3p	4	4	3	11	2	19	NA	3	19	4	51	8	19	65	2
miR-1343-5p	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	1	NA
miR-135a-3p	2	NA	NA	3	NA	1	NA	NA	NA	2	5	1	4	3	NA
miR-135a-5p	157	63	7	362	56	420	10	78	497	202	1833	536	488	1998	8
miR-135b-3p	11	18	NA	18	8	25	NA	16	33	17	113	27	25	132	NA
miR-135b-5p	334	665	4	464	441	757	4	765	665	388	2158	594	685	4393	6
miR-136-3p	12022	29835	536	8388	19596	15328	724	30353	6185	10244	16504	4147	13269	117417	709
miR-136-5p	3034	7513	83	2040	4791	3596	115	7574	1337	2532	3462	870	3542	29269	129
miR-137	142	16	NA	265	15	472	1	24	386	130	1137	284	403	1530	NA
miR-138-1-3p	14	12	NA	40	5	58	NA	6	72	16	168	47	51	184	1
miR-138-2-3p	4	NA	NA	9	NA	12	NA	NA	21	6	55	13	21	48	NA
miR-138-5p	1111	198	9	2600	143	3984	7	228	4554	1140	12576	3406	3700	12047	14
miR-139-3p	10	2	8	47	1	67	9	4	96	9	274	64	42	135	10
miR-139-5p	849	336	299	1643	282	2820	316	430	2658	884	7773	2066	2643	9400	362
miR-140-3p	4042	6170	1150	5419	4287	9008	1302	6931	7446	4171	20219	5419	8278	45268	1435
miR-140-5p	138	229	96	235	152	335	87	291	348	201	1379	359	342	1855	128
miR-141-3p	23440	69016	175	12805	44595	21862	219	73517	33	21331	75	31	18992	239965	276
miR-141-5p	358	914	3	191	574	313	NA	1002	NA	361	NA	NA	288	3550	3
miR-142-3p	382	912	360	346	646	495	375	1204	124	559	464	131	495	4882	415
miR-142-5p	4813	10238	2541	3378	6506	6130	2547	10612	1168	3987	3419	801	5312	43898	3262
miR-143-3p	619726	1520366	98293	365374	1066708	683715	118437	1478579	115748	515717	318873	79445	582951	6346143	127196
miR-143-5p	124	325	38	110	223	141	23	356	32	130	94	22	125	1329	26
miR-144-3p	1716	4699	171	686	3096	1598	40	4294	250	1233	672	179	1247	12822	41
miR-144-5p	2830	6667	124	1775	3988	3088	77	7005	439	2609	1231	286	2722	29229	114
miR-145-3p	573	1270	252	394	836	747	256	1295	222	503	525	124	618	5340	306
miR-145-5p	4644	9915	2325	5009	7990	5049	2483	15114	2023	7474	8077	2214	6328	61718	2416
miR-1468-5p	20	3	101	56	4	68	102	11	62	32	184	57	81	188	109
miR-146a-3p	1	1	NA	NA	2	NA	2	1	NA	1	1	NA	2	7	NA
miR-146a-5p	791	1200	1195	986	780	1666	1756	1378	984	932	3261	809	1421	10001	1524
miR-146b-3p	88	40	393	162	32	263	402	52	231	110	604	158	268	1098	450
miR-146b-5p	10330	5833	39763	17286	3830	26262	61290	6982	9743	13772	34808	8651	20882	147235	46592
miR-147b	10	13	3	8	7	11	1	21	3	8	16	5	11	68	4
miR-148a-3p	53790	39739	198130	62198	26721	95903	191099	43195	3791	57115	11175	2913	88601	577812	247795
miR-148a-5p	395	266	1386	405	202	783	1876	302	41	372	98	32	758	4767	1686
miR-148b-3p	4160	8754	2236	4583	6543	6923	2469	10821	3361	4897	10316	2729	6598	52643	2810
miR-148b-5p	179	363	95	199	193	295	112	371	177	185	572	159	273	2113	126
miR-149-3p	1	4	NA	2	1	1	NA	4	2	1	4	NA	2	17	NA
miR-149-5p	3722	4891	28	4927	3831	8574	25	5887	6845	3782	17939	4649	8285	40429	31
miR-150-3p	2	2	NA	1	2	2	3	3	NA	NA	3	1	2	16	NA
miR-150-5p	307	381	335	438	251	625	298	449	491	330	1339	363	648	3329	403
miR-151a-3p	9970	14913	6008	14097	9486	23305	5823	16113	18635	10515	50526	13016	21818	115586	8094
miR-151a-5p	8364	10040	3832	11532	6644	21740	4641	10026	19162	6942	51788	13052	17489	75842	4999
miR-151b	8450	10093	3826	11664	6670	22077	4642	10065	19498	7016	52565	13231	17694	76626	4989
miR-152-3p	1352	3111	873	1090	2180	1693	943	3592	431	1443	1217	339	1607	15010	1181
miR-152-5p	17	48	25	29	30	34	15	55	9	23	16	4	29	277	18
miR-153-3p	605	23	15	1549	13	2302	15	34	2853	631	8452	2225	1974	6394	16
miR-153-5p	7	NA	NA	20	1	18	NA	NA	37	6	146	58	29	69	5
miR-1537-3p	NA	2	1	NA	NA	1	NA	1	NA	1	2	NA	2	8	2
miR-1537-5p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA
miR-1538	NA	NA	NA	1	NA	3	NA	NA	2	NA	7	NA	2	4	NA
miR-1539	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
miR-154-3p	19	52	1	8	40	26	NA	76	13	24	33	8	21	254	NA
miR-154-5p	163	415	11	142	271	246	3	434	104	187	256	61	242	1962	11
miR-155-3p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA
miR-155-5p	214	417	148	185	259	286	145	485	158	212	539	135	322	2300	182
miR-15a-3p	2	1	1	1	2	4	1	NA	NA	1	6	NA	NA	15	2
miR-15a-5p	1784	2869	789	1994	1927	3571	884	3118	2703	1646	7540	1972	3082	17364	1045
miR-15b-3p	49	159	13	53	129	89	28	187	25	61	66	23	79	765	26
miR-15b-5p	557	1169	258	571	775	866	288	1438	400	617	1442	388	794	6720	319
miR-16-1-3p	NA	1	1	1	2	1	NA	2	NA	1	2	NA	1	12	NA
miR-16-2-3p	127	245	52	67	161	156	37	286	36	95	106	24	150	1148	46
miR-16-5p	25907	50235	14074	30674	33333	51560	14387	58511	32426	29306	91340	24825	44611	298042	17055
miR-17-3p	78	111	101	64	86	139	138	121	54	75	152	50	116	779	137
miR-17-5p	669	1266	765	779	900	1141	862	1470	472	736	1521	355	1086	8213	952
miR-181a-2-3p	1149	2054	181	1160	1373	1964	180	2199	1560	979	3958	1031	1631	11320	183
miR-181a-3p	1444	2072	134	1621	1364	2728	108	2214	2251	1231	6396	1641	2518	14099	137
miR-181a-5p	285024	380845	20501	428957	224195	703406	21827	404392	754818	293361	2003402	542935	673981	3125946	23363
miR-181b-2-3p	4	5	1	7	5	1	1	10	5	NA	13	2	7	46	2
miR-181b-3p	13	8	1	12	6	17	4	7	31	3	75	10	25	71	NA
miR-181b-5p	9699	6650	910	19016	4443	31385	730	7268	40514	10284	109086	27665	30390	106289	947
miR-181c-3p	573	253	34	1022	159	1683	41	300	1851	500	4642	1305	1517	5361	24
miR-181c-5p	7597	4753	484	14339	2922	23236	571	4821	28275	7000	79392	20300	22624	80040	644
miR-181d-3p	1	NA	NA	NA	NA	NA	NA	NA	3	NA	1	1	NA	1	NA
miR-181d-5p	576	209	36	1331	160	1951	25	237	2562	642	7243	1806	1966	6464	42
miR-182-3p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA
miR-182-5p	4843	13032	556	3281	8249	5390	504	14149	888	4899	2457	679	5088	52788	637
miR-1827	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA
miR-183-3p	2	8	1	1	7	1	NA	14	2	6	1	1	2	30	NA
miR-183-5p	206	652	31	172	473	258	14	824	43	283	104	24	248	2800	26
miR-184	235	665	NA	225	470	388	1	830	140	250	395	118	248	2793	NA
miR-185-3p	9	9	NA	15	11	31	2	16	39	17	68	21	31	129	3
miR-185-5p	131	286	63	183	180	274	88	256	243	131	743	192	193	1657	75
miR-186-3p	1	1	NA	1	3	3	1	1	4	2	4	NA	1	14	NA
miR-186-5p	10540	17694	11678	15610	11674	21327	12986	22475	19362	14998	62927	17279	22092	139111	14489
miR-187-3p	18	4	3	40	4	67	6	6	73	23	159	50	55	212	9
miR-187-5p	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	2	1	NA
miR-188-3p	7	16	1	7	7	11	NA	17	3	6	11	3	6	69	1
miR-188-5p	20	49	10	25	41	40	5	53	17	22	59	14	36	293	10
miR-18a-3p	7	29	4	14	13	18	6	26	9	18	33	9	24	115	9
miR-18a-5p	105	296	40	82	227	121	30	391	44	132	117	31	116	1287	45
miR-18b-3p	NA	2	NA	1	NA	NA	NA	3	2	1	3	1	1	10	NA
miR-18b-5p	6	10	1	5	10	6	NA	13	3	1	5	2	6	48	1
miR-1908-3p	NA	1	NA	1	NA	1	NA	1	3	NA	5	5	2	1	NA
miR-1908-5p	6	3	1	11	2	28	4	NA	31	6	92	17	17	64	1
miR-1909-3p	NA	NA	1	NA	1	NA	NA	NA	NA	1	1	NA	NA	1	NA
miR-1909-5p	1	NA	NA	NA	NA	2	NA	1	2	NA	1	NA	NA	1	NA
miR-190a-3p	7	5	3	10	4	21	4	12	15	7	75	13	23	92	1
miR-190a-5p	157	149	46	453	109	604	66	187	1030	202	3767	1002	659	2305	47
miR-190b	7	36	5	15	35	16	1	43	6	10	26	5	15	158	6
miR-191-3p	9	6	6	19	6	25	5	5	20	11	51	17	26	98	5
miR-191-5p	26295	47372	19980	35644	31153	55238	22365	56029	42131	30886	119864	32861	52725	326819	23013
miR-1910-3p	1	NA	NA	1	3	1	NA	2	NA	NA	NA	NA	NA	4	NA
miR-1910-5p	6	5	NA	6	5	6	NA	5	1	2	12	2	7	64	NA
miR-1911-3p	NA	NA	NA	1	NA	NA	NA	NA	1	NA	2	NA	1	3	NA
miR-1911-5p	6	NA	NA	30	NA	53	2	2	64	11	176	49	52	139	NA
miR-1912	3	NA	NA	4	NA	5	NA	NA	6	2	16	7	6	20	NA
miR-1913	1	NA	NA	NA	NA	1	NA	NA	2	NA	2	NA	1	1	NA
miR-1914-5p	NA	NA	NA	NA	NA	1	NA	NA	1	NA	4	NA	NA	1	NA
miR-1915-3p	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA
miR-1915-5p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	1	NA	NA
miR-192-3p	28	6	152	44	4	75	179	8	6	40	28	8	62	433	219
miR-192-5p	67183	11314	271244	81335	7339	140021	316969	11665	13531	62459	36253	9162	121058	672169	366832
miR-193a-3p	48	88	76	47	69	83	77	115	11	57	32	10	84	721	106
miR-193a-5p	110	55	309	257	48	432	361	91	341	121	1034	256	386	1526	441
miR-193b-3p	2818	7530	1098	2213	5954	3556	1231	9470	493	3440	1488	342	3698	39181	1313
miR-193b-5p	42	81	31	35	53	50	28	79	20	48	64	19	56	483	48
miR-194-3p	17	3	82	34	1	41	90	3	7	17	17	4	47	290	94
miR-194-5p	2514	434	11555	3217	229	5307	11467	500	595	2511	1567	419	4960	26373	16353
miR-195-3p	53	69	40	77	53	101	44	73	112	54	255	56	100	553	49
miR-195-5p	2585	1981	1228	3989	1389	6501	1358	2273	4456	2655	13212	3552	5644	29070	1434
miR-196a-3p	NA	3	NA	NA	NA	1	NA	2	NA	2	1	NA	NA	11	NA
miR-196a-5p	37	144	2	35	86	36	1	160	1	53	3	NA	47	528	NA
miR-196b-3p	NA	9	NA	1	5	3	NA	5	NA	2	NA	NA	1	27	NA
miR-196b-5p	458	1494	1	351	956	411	3	1895	2	588	5	NA	462	6155	2
miR-197-3p	1715	1354	286	2718	1031	4971	336	1419	3776	1786	9917	2474	4641	16656	335
miR-197-5p	NA	1	NA	NA	1	2	NA	NA	4	1	12	1	2	13	1
miR-1976	3	5	NA	5	2	10	1	2	14	3	46	11	24	62	1
miR-199a-3p	13810	33147	6415	7988	21077	14416	7216	32768	546	11796	1456	364	12826	131056	9228
miR-199a-5p	2728	6890	1362	1973	5077	3030	1697	8704	100	3119	292	74	3055	33557	1720
miR-199b-5p	1404	3695	108	946	2464	1408	128	4363	72	1737	144	45	1459	16124	145
miR-19a-3p	332	671	494	461	536	453	582	987	253	622	1163	321	497	4773	556
miR-19a-5p	1	3	3	1	NA	7	NA	2	1	1	9	NA	3	15	1
miR-19b-1-5p	3	4	2	1	2	4	3	5	2	4	3	1	8	25	3
miR-19b-2-5p	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
miR-19b-3p	2595	6174	3615	3393	4336	3573	3788	8463	1581	4627	7026	1984	4077	39617	3883
miR-200a-3p	74	93	223	90	58	134	251	89	13	81	53	13	108	821	313
